text,left_right,corpus_code
"increase the mandatory minimum penalty for possession, sale and importation of illegal arms such as hand guns, assault rifles and automatic weapons.",2,62320_200601
strengthened parliamentary democracy by: – giving more freedom for government members of parliament to speak out on behalf of their constituents by allowing more “free votes”in parliament;,1,62420_200601
"the canadian armed forces are taking an active and robust role in the fight against isis,",2,62623_201510
and many of our jobs are being shipped overseas.,1,62320_200810
* work with the cma (canadian medical association) to immediately establish qualification standards and on-the-job mentorship programs to fast-track certification of foreign trained health care professionals.,0,62110_200810
"undertaking defence efforts to strengthen security and stability,",2,62420_200601
reinvest the recovered proceeds of crime in the affected communities to reduce crime and increase community safety.,2,62320_200810
paul martin and the liberals have: taken $45 billion from the ei fund to balance the federal budget and implemented draconian qualifying rules that prevent two-in-three unemployed workers from collecting the insurance for which they paid premiums.,1,62320_200406
"in its most recent credit rating for canada (march 15, 2004) standard & poor’s concluded: “canada stands poised to grow as fast or faster than other oecd countries.",0,62420_200406
"we must do our part to fight the climate change crisis,",0,62420_200810
"team sports are a great way for children to be active, but also to develop team and leadership skills that will serve them well later in life.",0,62320_201510
the 2010 winter games will be the most accessible ever staged in the history of the olympics.,0,62420_200601
the framework convention on climate change was agreed upon by the governments of just about every country on earth.,1,62110_200810
today this credit is not refundable for all companies that are conducting r&d in canada.,0,62420_200810
advance the senlis council recommendations to implement a comprehensive strategy to break the cycle of illicit poppy growing and violence that has kept afghanistan in turmoil for decades with a licensing and quota system for growing poppies and selling the products to legal drug firms that produce morphine and codeine for legitimate legal painkilling use.,1,62110_200810
"implementation will be sensitive to and include negotiated adjustments for regional economic impacts, maturity of sectors and establishment of compensating strategies.",0,62320_200406
this would give both severance pay and unfunded pension liabilities priority in the allocation of corporate assets in bankruptcy.,1,62320_200601
"ensure fair wages and working standards,including:",1,62320_200601
"the liberal strategy to continue to achieve this objective is based on solid, proven principles",0,62420_200406
– all helping to grow this vibrant neighbourhood and improve the quality of life for all who call it home.,2,62420_201510
"and undertake a new review of canada post to make sure that it provides high-quality service at a reasonable price to canadians, no matter where they live.",0,62420_201510
"women, on average, still earn far less than men.",0,62110_200810
"taxes, user fees, royalties, and other revenues make up more than 40% of the value of the canadian economy.",1,62623_200406
each home with a 2 kw system = 20 gw.,0,62110_200810
establish a nationally representative system of marine protected areas and,0,62320_200810
"– establish mandatory vehicle emission standards, opposed by the liberals, applicable to all vehicles and modeled on the tough california emissions standards.",0,62320_200601
families help each other.,0,62623_201510
"in addition, about $13 billion is spent per year on government contracts.",1,62623_200406
a re-elected conservative government will consider the panel's report as it determines how best to respond to the supreme court decision.,2,62623_201510
creating a new agency to promote fair elections and democratic processes among emerging democracies.,1,62320_200406
"immigration has always been an important part of canada's economic growth,",0,62420_201510
"the green party of canada is committed to nurturing families and communities through integrated policies that focus on the welfare of the child, starting with prenatal nutrition all the way to affordable housing",1,62110_200810
"reduce rank structure overhead,",2,62623_200601
encourage environmentally beneficial activities,0,62110_200810
"implementing roy romanow’s solution of fair, predictable federal funding for public health care by ensuring the federal government returns to being a full partner in health care by addressing what has become known as the “romanow gap” and paying 25 per cent of provincial health care costs within two years.",0,62320_200406
"strengthen our public health care system to deliver timely, quality care as our population ages",1,62420_200601
we need to change the way that ottawa works.,0,62623_200406
"below is our five-year forecast of revenue (same as the budget), debt payments (same as the budget) and a more realistic forecast of spending without the liberal padding.",2,62623_200406
"including: improving energy security, affordability and reducing pollution by investing $100 million in renewable energy development in northern and remote communities.",0,62320_201510
"in light of the recent setback at the world trade organization negotiations, a re-elected conservative government will move aggressively to improve canada's network of bilateral and regional free trade and economic agreements.",2,62623_200810
"in the past two years, the martin government has taken a number of other noteworthy steps to strengthen canada’s relationship with the united states.",0,62420_200601
does it make families more secure?,2,62110_200810
and invest $9 million annually to develop emergency plans and provide equipment and training for first responders.,0,62320_201510
over one billion people still struggle to survive on less than a dollar a day.,1,62420_200601
"it’s time for a new approach to trade, one taking root in many countries in the americas and europe.",0,62320_200406
"in 1993, the liberals committed to reducing greenhouse gas emissions 20% from 1990 levels by 2005. instead, emissions are up by 24%.",0,62320_200601
that is precisely what the liberal plan offers.,2,62420_200810
asthma is the leading cause of absenteeism from school and the third leading cause of work loss.,1,62110_200810
combining the six ministries responsible for various infrastructure and regional development portfolios into a single department of canadian development and infrastructure – not to reduce focus in any area but to streamline processes and trim bureaucracy.,0,62320_200406
"as the commissioner of the environment and sustainable development has demonstrated, canada faces “an environmental and sustainable development deficit” caused in part by the “gap between the commitments the federal government has made and the results it has achieved.”",0,62623_200406
but the program can be improved.,1,62623_201510
amending the canada pension plan benefit formula to permit time spent caring for the elderly or people with disabilities to be credited when determining benefit entitlements.,1,62320_200601
"by providing a cheque to every canadian over 18, the carbon fee and dividend system will also assist in providing help to those who need it most.",1,62110_201510
developing alongside the proprietary software sector is free/libre open source software (floss).,1,62110_200810
"implement aggressive new efforts in education and training of first nations children, youth and adults.",1,62320_200810
"trade agreements also impact on human rights, labour standards, cultural diversity, environmental laws and even constitutional rights.",1,62110_200810
"throughout the industrialized world, canada is one of only two democracies that have yet to use some form of proportional representation.",0,62320_200406
creating disincentives for “sales-only” auto operations by working towards implementing tax measures that encourage making vehicles here.,2,62320_200406
institute a “bring canada home” affordable housing plan.,1,62320_200810
to this end we'll: mandate the canada border services agency to carry out a full investigation of trade complaints even in cases when preliminary reviews by the canadian international trade tribunal come back negative.,2,62623_201510
a common list of home care services to be covered has not been developed.,1,62623_200406
"accelerate and streamline the recognition of foreign credentials, overseas degrees and previous employment experience in conjunction with provinces and licensing authorities.",2,62320_200810
"we need to join the fray, and succeed by dint of preparation, persistence and talent.",2,62420_200601
provide the resources to ensure existing legislation regarding oily bilge water discharge and management will be effectively enforced.,2,62320_200810
"after decades of liberal and conservative downloading and neglect, canada needs a prime minister who understands the benefits of long-term and sustainable investment in our municipalities.",0,62320_201510
"jack layton and canada’s ndp will support a comprehensive vision for education by: cutting tuition fees, just as ndp governments in british columbia and manitoba did, with a national plan to reduce fees by 10 per cent and then freeze them by increasing federal funding for post-secondary education and working with the provinces to make sure it happens.",1,62320_200406
"– increased northern science and research – the liberal government has pledged $150million of new money to bolster canadian participation in the international polar year, including a targeted research program on climate change impacts and adaptation.",0,62420_200601
and ensure adequate funding and training for canada’s ports police.,2,62320_200601
"at the dawn of the 21st century, canada finds itself a nation rich not only in material wealth but in optimism and aspiration.",2,62420_200406
"around the world, meaningful regulation and innovative consumer involvement are protecting consumers from corporate greed.",1,62320_200406
"in november 2005, the liberals unveiled their budget priorities for canada – and in the process made it clear whose side liberals are on.",2,62320_200601
"wasteful tax giveaways undercut balanced investment in canadians’ priorities, like:",0,62320_200601
oppose the use of canada’s public institutions being devoted to the development of military technology.,1,62110_200810
a balanced budget lets us maintain our low debt levels.,2,62623_201510
the cost of post-secondary education and training has sky-rocketed.,1,62110_200810
"for most canadians, balancing work and family life is a daily challenge.",1,62420_201510
"reform the universality of service principle, which is unfair to our men and women in uniform.",0,62320_201510
"the united nations estimates that, thanks in part to reduced fertility levels, the population will not double again, but should stabilize at 9 billion people by 2050.",0,62110_200810
"the review will examine a range of potential measures such as grants, loans, and ways to improve debt management, including reduced interest rates.",0,62420_200601
"we will ensure our commitments for the provision of hiv/aids retroviral drugs for africa is fulfilled, and that africa will be a significant focus of our development priorities.",1,62110_200810
new democrats believe there are three main priorities for the canadian military today and in the years to come:,2,62320_200810
"help develop community economies by providing infrastructure so first nations, inuit, and métis people can fully participate in the canadian economy.",0,62320_200810
"almost every year, the liberals go on year-end spending binges, allowing them to dispense political favours rather than engage in careful planning.",2,62623_200406
settle on a compensation formula for public health emergencies to avoid unseemly squabbles over money while patients are still at risk.,1,62623_200406
we now know that the communications security establishment canada (csec) already collects millions of internet communications every day from average canadians.,2,62110_201510
"– creating a new national public infrastructure financing agency, co-managed by the federal, provincial, territorial and municipal governments.",0,62320_200601
increase funding to efforts to help women escape the sex trade.,1,62623_201510
"give clear tax signals that enable companies to pursue profits on a level playing field,",2,62110_200810
the federal government must take the lead in funding the “greening” of canada’s cities. (for more details also see the section on government: federal-municipal relations.),0,62110_200810
"for years, liberal governments have let our domestic law enforcement grow lax and our national defence grow weak.",2,62623_200406
"the green shift, while offsetting increased energy costs through other tax measures, aims to align the interests of canadians as taxpayers with their interests as consumers;",1,62420_200810
the green party understands that it is time to get tough on gun smuggling across the us border.,2,62110_200810
new right-to-repair legislation will require automakers to make diagnostic software available to all repair shops and technicians.,2,62320_200810
"and in so doing, we have proven that a high quality of life and compassion for our fellow citizens are not mutually exclusive.",2,62420_200810
"we will respond more quickly to the advice and requests of scientists,",0,62420_201510
dealing with the government should be no exception.,0,62420_201510
"studies show that american-style private health care leads to more deaths, costs more money and reduces accessibility.",1,62320_200601
"while this is among canada’s enduring advantages, it is increasingly clear that canada, the united states and mexico need to work better together to build a more competitive continent – a north america able to rise to confront the challenge, and especially to seize the opportunity, inherent in the growth of china, india, brazil and other potential economic giants.",0,62420_200601
"we've introduced the first-time donor's super credit,",2,62623_201510
the green shift will be a new incentive for us to do just that; to do what is right for the planet and right for our wallet.,0,62420_200810
"at the same time, the liberal government of prime minister martin has made significant investments to strengthen the country’s social foundations, including bold long-term initiatives in public health care,",1,62420_200601
"this includes murders involving sexual assault, kidnapping, terrorism, the killing of police officers or corrections officers, or any first degree murder of a particularly brutal nature.",2,62623_201510
"a conservative government will work with canadians to address real environmental problems and develop a long-term vision for a healthy, sustainable environment as a trust for future generations.",0,62623_200406
levelling the playing field for small businesses by creating better access to federal government procurement opportunities and by holding a federal review of the availability and escalating costs of property and casualty insurance.,1,62320_200406
and hurting the hardworking canadians who take pride in their industry.,2,62623_201510
through inadequate environmental protection we risk leaving our children the deplorable legacy of a debilitated and degraded environment.,0,62110_200810
"vision green presents leading-edge thinking and rational, realistic solutions for all the issues facing canadians.",2,62110_200810
and they deserve to enjoy their senior years in dignity and financial security.,1,62623_201510
"we will repeal the problematic elements of bill c-51,",2,62420_201510
this will ensure that our children are not burdened by public debt and will give government more flexibility to manage the challenges arising from of an aging population.,2,62420_200406
and institute new taxes on corporate activities that harm the environment.,0,62110_200810
– requiring approval by parliamentary committees of appointments of senior officers and board members of government agencies and crown corporations.,0,62320_200601
"increase the gas tax transfer to municipalities to the full 5 cents per litre requested by the federation of canadian municipalities to be used for sustainable transportation initiatives – such as public transit, cycling and pedestrian infrastructure and rural roads.",0,62320_200601
and subjecting mission mandates to a vote in the house of commons.,1,62320_201510
supporting rural broadband expansion with a particular focus on first nations communities to promote economic development.,0,62623_201510
jobs and prosperity will come from turning those ideas into goods and services valued not only in canada but around the world.,2,62420_200406
"take action on the truth and reconciliation commission's recommendations on a priority basis established in consultation with provinces, indigenous communities and others,",0,62320_201510
"the prairies will increasingly struggle with drought, affecting agriculture and potentially causing water rationing in urban areas.",2,62420_200810
it is the only nation where literacy and health care and economic well-being have not led to declining fertility.,0,62110_200810
"we will establish a new, non-partisan democracy promotion agency that will help emerging democracies build democratic institutions and support peaceful democratic change in repressive countries.",1,62623_200810
"canadians save less, carry more debt and work more hours for the same money.",0,62110_200810
"hope for good jobs in a growing and prosperous economy, and help for families so their children can succeed.",0,62320_200601
* ensure the “lost canadians” quietly being denied citizenship through archaic laws are protected and their citizenship restored.,2,62110_200810
"paul martin and the liberals have: cut almost $3 billion from foreign aid, driving canada’s contribution to international development from 0.44 per cent of gdp to 0.29 per cent.",1,62320_200406
"today, companies that want to introduce clean energy or more efficient solutions to the market are at a serious economic disadvantage to the fossil fuel sector, which does not have to cover the cost of its emissions.",0,62420_200810
"the 1960 bill of rights, introduced by the right honourable john g. diefenbaker, confers the protection of property rights on canadians.",2,62623_200601
eighty per cent of this vast region’s forests are at risk.,0,62110_200810
"1. train substantially more health care professionals – including more doctors, nurses, nurse practitioners and midwives – to ease staffing shortages and cut wait times.",0,62320_200810
"when affordable housing is in short supply, canadians feel less secure and our whole economy suffers.",0,62420_201510
the auditor general revealed that paul martin’s finance department commissioned polling for which there were “only verbal reports” – nothing was written down so there was no paper trail.,0,62623_200601
"allow the security intelligence review committee to conduct joint investigations with canada's other independent national security review bodies, as recommended by the maher arar commission.",2,62320_201510
"to bolster public awareness campaigns,",1,62420_201510
"the legislation will also amend the personal information protection and electronic documents act and the privacy act to put strict conditions on the collection, use and disclosure of genetic information.",2,62623_201510
"lowering the voter age to encourage more youth participation,",1,62110_200810
we have kept payroll taxes low,2,62623_201510
"implementing public or non-profit-based home care throughout canada, based on the successful model in manitoba.",1,62320_200406
"and, with alarming clarity, it has threatened canadians directly and specifically.",2,62623_201510
"it is time for canada to have a renewed, nation-to-nation relationship with indigenous peoples, based on recognition, rights, respect, co-operation, and partnership.",0,62420_201510
we’re going to fight back for our communities.,2,62320_200810
"most of today’s housing stock will still be standing by 2040, when we seek an 85% overall reduction in canada’s carbon emissions, so retrofitting canada’s existing stock of buildings is all-important.",0,62110_200810
these plans allow canadians to invest money tax-free until it's time to pay that first tuition bill.,1,62623_201510
as well as the development of economic and employment opportunities.,0,62320_201510
"and be more inclusive – for example, those caring for a seriously ill adult family member who needs care beyond what can be provided during evenings and weekends, or those caring for a seriously ill child who cannot attend school for an extended period of time, will no longer be excluded from the benefit.",1,62420_201510
"and, of course, we'll continue to maintain our universal child care benefit that provides monthly cheques to all parents, up to nearly $2,000 per year for children under age 6, and more than $700 per year for children aged 6 to 17.",1,62623_201510
"given that arts and culture provide great quantifiable benefits to health and education, investments in arts and culture across communities and educational establishments may fall, in part, under investments in health and education.",1,62110_200810
there's much more work to do – and not just at home.,0,62320_201510
it particularly discourages employers from hiring full-time salaried staff who are entitled to benefits other than an hourly wage or monthly salary.,0,62110_200810
all current federal funding that encourages urban sprawl and greater vehicle use will be eliminated.,0,62110_200810
"this plan will include mechanisms for collaboration, monitoring and reporting progress, and strategies for achieving priorities of the disability community including: disability supports, poverty alleviation, labour market participation, accessibility, and full participation and inclusion.",1,62320_201510
in practice this means having readily available information as to how long they can expect to wait;,1,62420_200601
"across canada, families with young children are paying far more for child care than they save in tax reductions, and the absence of affordable, quality child care prevents many women from working or studying.",0,62320_200406
"beginning in 2005, the amount will be ramped up within the next five years to 5 cents per litre, or at least $2 billion.",1,62420_200406
our conservative government has reversed this inaction and opened up new markets for canadian products and services.,2,62623_201510
"the ndp initiative will recognize efforts already underway in provinces like british columbia, alberta, ontario and quebec,",0,62320_201510
a culture that needs to be cleaned up.,0,62320_200601
we have a two- tiered justice system where people with money can work the system for their own advantage.,0,62110_200810
the green shift is as simple as it is powerful.,0,62420_200810
"innovate in health care through electronic health records,",1,62110_201510
l) includes organic and extensive farming methods in educational information made available to farmers,0,62110_200810
the federal government can use its strong credit rating and lending authority to make it easier and more affordable for municipalities to build the projects their communities need.,0,62420_201510
the martin government has also invested heavily in preparation for a possible influenza pandemic by building up a national stockpile of antivirals like tamiflu and securing a contract with a canadian manufacturer for the development and testing of a prototype pandemic vaccine.,1,62420_200601
the federal government must work to ensure sustainable use of our water resources,0,62110_200810
and establish firm targets for on-time completion of family class and spousal sponsorships.,1,62320_200810
"canadian scientists, both inside and outside of government, must have the freedom to pursue important discoveries, without looking over their shoulders and worrying about whether their work is “industry relevant” or subject to political interference in funding decisions.",0,62110_201510
and eliminating tax- free savings accounts in whole or in part.,2,62623_201510
the auditor general blew the whistle on liberal corruption in the sponsorship scandal.,0,62623_200406
"clearly, health care in canada is overdue for reform.",1,62420_200406
"* launch a public consultation on the decriminalization of illicit drugs, considering the high costs currently used on the law enforcement effort,",0,62110_200810
"expanding our support for the national optics institute in quebec city, to continue its leadership in business-oriented optic and photonic research.",0,62623_201510
"we will increase fines for companies that overcharge consumers, with additional fines as high as $50,000 for repeat offenders.",1,62623_200810
"canadians will be able to assess, from the patients’ perspective, the job their governments are doing in managing the health care system.",1,62420_200601
building a new era of nation-to-nation respect and partnership starts with recognizing first nations' inherent rights and title.,0,62110_201510
"- the tax cuts have encouraged entrepreneurs, and particularly small businesses through lower rates and improved capital gains treatment.",2,62420_200406
specific benchmarks in these areas have been agreed by provinces and territories (see box) and now represent the first pan-canadian standards against which progress can be assessed by all canadians.,0,62420_200601
the federal government currently charges the gst on the full price of gasoline – a price that includes federal gas taxes.,1,62623_200406
"we will undertake, in full partnership and consultation with first nations, inuit, and the métis nation, a full review of laws, policies, and operational practices.",0,62420_201510
announced the biggest increases in a generation to the guaranteed income supplement to help canada's most vulnerable seniors.,1,62623_201510
"restoring integrity to our electoral process will improve the fairness of our elections,",1,62420_201510
"if we assume the primary use of electric vehicles (evs) and plug-in hybrid electric vehicles (phevs), additional capacity will be needed, which can be met by load shifting and night time power generation.",0,62110_200810
"our conservative government has been proud to support the creation, presentation, publishing, and marketing of arts and culture.",0,62623_201510
"over the years, we have added a rich tapestry of other languages, ethnicities and religions, and have endeavoured to address the concerns of our aboriginal peoples.",0,62420_200406
"we must demand better health care, with adequate, stable funding, shorter waiting lists, and increased accountability for meeting standards.",1,62623_200406
"the harvesting capacity of our fishing fleets has far outdistanced our fisheries regulations, management skills and the ability of fish populations to recover.",0,62110_200810
"we will make it easier for veterans to access services, including mental health services.",1,62420_201510
"while the liberals have belatedly proposed a new ethics commissioner, they have left the power to appoint the commissioner in the hands of the prime minister.",2,62623_200406
"- federal personal income tax has been reduced by 21% on average overall, and by 27% for families with children.",0,62420_200406
"under his watch, canada has had the worst job creation record since the second world war and the worst economic growth record since the great depression.",2,62320_201510
and we will ensure that it benefits more families by phasing it out more slowly.,1,62420_200810
make the registrar of lobbyists an independent officer of parliament.,0,62623_200601
"we will identify areas where support is needed, and ensure that students from middle-income families and students with dependents do not face insuperable financial barriers.",0,62420_200601
introduce an environmental automobile strategy to:,0,62320_200810
"successfully combatting human smuggling, through the adoption of the protecting canada's immigration system act, which has helped to stop dangerous marine smuggling operations from targeting canada.",2,62623_201510
"at the same time, we want to ensure that our aid reaches the people who most need it and is not wasted on unnecessary overhead.",1,62420_200601
a conservative government led by stephen harper will develop a strategic partnership with the united states to ensure that both security and trade issues are resolved in canada’s best interest.,2,62623_200406
"more and more women, our traditional caregivers, are in the workforce and families are smaller and more dispersed.",0,62420_200601
"a re-elected conservative government will establish a similar endowment incentive program to benefit local museums, to ensure that these vital institutions are supported now and into the future.",0,62623_201510
"we will continue to be guided by the principles of the carbon budget: absolute emission reductions, increased investment in green technology, and harnessing the power of the market to fight climate change.",0,62420_200810
but the liberals are still failing canada’s families by allowing precious federal dollars to be diverted to profits for commercial child care companies.,1,62320_200601
"canada currently accepts about 300,000 new immigrants annually.",0,62110_200810
the industry also faces a number of other trade barriers and competitive challenges that are causing significant restructuring and consolidation.,2,62420_200601
the canadian agricultural and agri-food industry is among the most innovative in the world; is the third largest employer in this country; and has market receipts of more than $31 billion.,0,62420_200601
while ensuring charter rights and refraining from embedding the supremacy of property rights into trade agreements.,1,62110_200810
and privatization does not even save governments money.,1,62320_200601
"following implementation, we project an operating balance of $8 billion over this and the next four years.",2,62623_200810
"income earned and withdrawals from tfsas don't affect eligibility for the age credit, old age security, and the guaranteed income supplement.",1,62623_201510
"payments into the employment insurance fund should be reasonable to maintain it as an insurance fund, not used as a budget slush fund to pay for other items as paul martin’s liberals have done.",0,62623_200406
measures will include: mandatory minimum penalties for the criminal use of firearms and their illegal possession.,2,62623_200406
the motion was adopted unanimously.,0,62320_200601
"the youth criminal justice system must provide effective punishment for adolescents who commit serious crimes,",2,62623_200601
* earmark funding to provinces to include environmental sensitivities/mcs (multiple chemical sensitivities) in provincial health care billing codes.,1,62110_200810
"and to connect canadians with our natural heritage,",0,62623_201510
"we'll also establish an expert panel to study the potential scope of the adult fitness tax credit, to support canadians of all ages in making healthy and active choices.",0,62623_201510
canada is one of the best places in the world for wind power.,2,62420_200406
"and a more robust east-west electricity grid to promote renewable energy transmission between provinces,",0,62110_201510
"create over 90,000 training and work transition opportunities.",0,62320_201510
"the homicide rate is up, gun violence is a growing menace, drug cultivation offences have doubled in the last decade, and the government has demonstrated an inability to deport criminals out of canada – and keep them out.",2,62623_200601
canada's seniors deserve better.,0,62110_201510
ending the toxic culture of fear that has emerged in the civil service,1,62320_201510
we cannot afford a canada that does not provide space for these original nations to exercise their rights and share their talents and energies.,0,62320_200601
the mineral exploration tax credit has helped junior mining companies raise more than $5.5 billion for exploration since 2006.,2,62623_201510
pass legislation that establishes an independent body to investigate complaints regarding the conduct of rcmp officers with full judicial inquiry powers and the requirement that it make public reports.,0,62110_200810
the proposal has been well received.,1,62420_200406
green party mps will work to: sign and ratify the global treaty to ban bottom trawling.,1,62110_200810
"the result is 22 vacancies and $6 million in savings for taxpayers so far, relative to 2010.",0,62623_201510
and canada will provide safe haven.,1,62623_201510
"a liberal government, if re-elected, will implement the following specific initiatives:",2,62420_200601
when they work to ensure that canadians have access to clean water;,0,62420_200406
and it will be revenue neutral because a tax shift is not a tax grab.,0,62110_200810
huge gulfs between rich and poor and looming environmental catastrophes caused by climate change are humanity’s biggest security threat.,1,62320_200406
"the current legislation also includes massive public subsidies for political parties, forcing taxpayers to support political parties whether they want to or not.",2,62623_200406
"paul martin and the liberals have: tried to eliminate the oas and replace it with a means tested program,",1,62320_200406
implementing plain packaging of tobacco products,1,62320_201510
and addresses canadian concerns to ensure that the border remains open to trade in any eventuality.,2,62110_200810
"for these reasons, a liberal government will create a secretariat for seniors.",1,62420_200406
"make substantial investments in affordable, accessible, child care for all canadians.",1,62320_200810
"and we will make these investments as part of a renewed, respectful, and inclusive nation-to-nation process that fully respects aboriginal and treaty rights.",0,62420_201510
"in the next parliament, jack layton and the ndp will work with first nations, métis, and inuit peoples on issues important to them and to canada, including 12 high-priority matters:",0,62320_200601
create jobs/reorganize through lay-offs.,0,62110_200810
"the air india bombing was the largest mass murder and terrorist act in canadian history, and there is evidence that errors were committed by the investigative agencies involved.",2,62623_200601
"we've also provided more assistance to veterans making the transition to civilian employment,",1,62623_201510
ensure that the integrity of parks and protected areas is not compromised by industrial activity or inappropriate development.,0,62320_200810
working with provinces and territories to help attract and retain immigrants to maintain labour force and population objectives.,1,62320_200406
"give support to municipalities to maintain rent-geared-to-income subsidies in co-ops,",1,62420_201510
the northern residents deduction (nrd) is a tax benefit for workers who live in the north.,1,62420_200810
some people are waiting up to 18 months for hip replacement surgery.,1,62320_200601
following the liberal “decade of darkness”.,2,62623_201510
"an industry onus is a key feature of the emerging reach (registration, evaluation and authorization of chemicals) system for regulating chemicals in the european union (eu).",0,62110_200810
"invest heavily in science and technology to develop new knowledge and technologies that support sustainable natural resource exploration, extraction and use in canada;",0,62420_200601
"but no matter what the task, from training allies to carrying out hostage negotiations, from responding to terrorist threats to taking direct action against canada's enemies, grateful canadians can count on the men and women of the special operations forces to stand up for canada when the need is greatest.",2,62623_201510
"this is the largest number of new canadians welcomed in a single year in the history of canada, and double the number welcomed in 2013.",2,62623_201510
"having a good job is the difference between worrying about today and dreaming about tomorrow – which is why the creation of new, well-paying jobs for canadians will continue to be our top priority.",0,62623_201510
and ensuring that canada's leading experts are freely available to speak to the media and to publish their findings.,2,62320_201510
and continue to fight any back-door efforts to bring back the failed long-gun registry.,0,62623_201510
"at the direction of stephen harper, canada post has been implementing a sweeping five-year plan designed to end door-to-door mail delivery for millions of canadian households.",2,62320_201510
"as afghanistan has demonstrated, the presence of foreign troops cannot guarantee security unless there is also progress towards a political settlement.",1,62420_200406
and ensure that waters are not contaminated during mining operations and after a mine closes.,0,62110_200810
"follow and implement recommendations of canadian conference of the arts in order to enable artists to access various social programs including employment insurance, worker’s compensation and canada pension plan.",1,62110_200810
the liberal government has recently committed significant new resources to research on improving mental health in the workplace and to lay the groundwork for a pan-canadian strategy on mental health.,1,62420_200601
"to this effect, we've established an extensive legislative record targeting youth gangs, and organized crime more generally.",2,62623_201510
"with growing concerns over economic and climatic instability, a reliable domestic food supply is essential.",0,62110_200810
the rlsp would be particularly beneficial for low and middle-income canadians who often face higher tax rates in retirement (largely due to the clawback of government retirement benefits) than they did in their earlier years of earning and saving.,1,62623_200406
"that's why the ndp will: halt efforts to convert public sector defined benefit pension plans to target benefit plans,",0,62320_201510
this model has been very successfully applied in sweden in the form of technology centres or “incubators for mutual support and shared services.”,1,62110_200810
federal insurance will no longer cover the risk of nuclear accidents.,2,62110_200810
and establishing new marine conservation areas from coast to coast to coast.,0,62320_200601
the afghan government also needs to be strengthened institutionally and practically so that it so that it no longer succumbs to the corruption of drug lords.,1,62110_200810
"4. portability: all residents must be covered by their public plan, wherever they are treated in canada.",1,62110_200810
"these concrete, practical steps are helping to protect women and girls so that they can pursue their dreams and opportunities.",0,62623_201510
it’s not an overstatement to say that canada’s future prosperity – and all the key public services that rely on that economic prosperity – will depend on how well we can equip current and future generations of workers with new and changing skills and knowledge to succeed.,0,62320_200601
the genuine progress indicator (gpi) is a new and innovative accounting method that embraces a more systematic and comprehensive definition of well-being.,0,62110_200810
and continue the movement to reform and civilianize the military justice system.,2,62320_201510
funding for services to the homeless through the supporting communities partnership initiative (scpi);,1,62420_200406
funding was promised in the very first liberal red book of campaign promises in 1993.,2,62320_200601
this will ensure that canadian forest companies can continue to operate without penalty.,2,62623_200601
"improve the effectiveness of existing federal agencies for atlantic canada, quebec, and western canada.",0,62320_200810
"it’s time for a genuine commitment to aboriginal canadians, both on reserve and in urban settings.",0,62320_200406
and help cities and citizens avoid massive property tax increases.,2,62320_200810
"guarantee retirement security and provide help where it's needed most, starting with: securing a better retirement for all canadians by expanding the cpp/qpp.",1,62320_201510
"actively support the efforts of civil society groups working for peace, human rights, and justice in the region.",1,62110_200810
in all our policies we seek to avoid over-the-top rhetoric and partisanship and focus upon tackling the important issues.,2,62110_200810
"– or desired forms of savings – e. g. , for a child’s education or to support a family member with a disability;",0,62420_200601
"the charter will also provide for an intergenerational report every four years, which will detail demographic and economic changes to identify challenges canada will face over the next 40 years and how this may influence decision-making today.",2,62320_201510
"continued to reduce ei premiums, which have now been cut for twelve straight years from $3. 07 per $100 of insurable earnings in 1994, to $1. 87 in 2006.",1,62420_200601
the green party will create a new pool of municipal infrastructure funding by changing tax rules to create a municipal registered retirement savings plans (rrsps) bond that can be held in rrsps and self-directed rrsps.,0,62110_200810
it’s time canada caught up by fuelling an economy and society to meet the future with confidence and ideas.,1,62320_200406
"establish an expert human rights panel to determine designated countries of origin,",2,62420_201510
and defend canadians' constitutionally guaranteed rights and freedoms.,2,62110_201510
canada’s social programs – our belief that we have a collective responsibility to one another and especially to those who need help most – speak to our nation’s values and character.,2,62420_200406
we believe that a responsible government will work diligently to prevent terrorist acts by also addressing the root causes of the crime.,2,62110_200810
"a green government will liberalize the licensing for long-distance coach lines to encourage competition and greater ridership,",2,62110_200810
it is not in the interests of canadians.,1,62320_200601
create a $10 million safe water fund to address issues of emerging pollutants,0,62320_200810
long-term care is sadly neglected in many parts of canada.,1,62320_200601
"we must keep our streets safe, our borders secure, and our country strong.",2,62623_200406
– develop domestic “offset credits” for farmers who adopt low-till or zero-till practices to reduce greenhouse gas emissions using the government’s new climate fund.,0,62420_200601
many animals that live in intensive farming systems show signs of stress such as stereotypies (repetitive behaviours with no purpose) and aggression.,0,62110_200810
recent history makes it clear that purely voluntary efforts do not work.,0,62110_200810
"while the creation of the commission was authorized by the federal accountability act brought in by the current government, the previous parliament blocked the appointment of several distinguished canadians from sitting on the commission.",0,62623_200810
insurance costs and other fixed costs have been rising faster than incomes.,0,62623_200406
"markets for local and organic food are growing rapidly, and a new generation of young canadians want to try their hand at farming, yet starting out remains a daunting prospect, requiring financial risk that many young would-be farmers are unwilling to take.",0,62110_201510
"prohibiting flavour and additives that would appeal to children,",0,62623_200810
this program would also help canada’s forest communities by stimulating canadian demand for lumber.,0,62320_200406
"fighting climate change is also an opportunity that we cannot miss – an opportunity to modernize our economy,",0,62420_200810
