text,left_right
"infrastruchtúr na gaeltachta a fheabhsú o thaobh cumarsáide, bóithre, séarachas, uisce agus seirbhisí riachtanacha eile.",0
or increase the rate of income tax without consulting the people first through our manifesto.,1
"a second freedoms act to protect free speech,",2
some €1.5bn is raised for local authorities every year through the commercial rates system.,2
and genetic mixing across species barriers.,0
"similar improvements have been recorded for physical science, with pass rates increasing from 52.9% in 2009 to 72.6% in 2013.",1
while commensurately reducing fuel taxes.,0
"that means that those who earn most - as individuals or as companies - must make a fair contribution, just like those who earn lower incomes.",0
"we will address the discrimination and barriers that inhibit meaningful access to reproductive health care services, including those based on gender, sexual orientation, gender identity, race, income, disability, geography, and other factors.",0
establish a national fund for projects that work in schools to raise the aspirations of ethnic minority children and young people.,0
properly resource the enforcement division of the epa so that it is able to prosecute serious offences on indictment rather than summarily.,0
"this will create 6,000 direct and indirect jobs during the construction phase.",0
the greens plan for young people includes:,1
"duncan, “certainly it looks like the pike river and rena disasters are pointing towards a lack of regulatory control in this society, but there are other things as well, the leaky buildings syndrome, for instance, is perhaps another example. “",1
labor’s reforms will deliver $83.7 million over four years to provide national leadership on an issue that impacts on far too many in our community.,1
"access to metadata, live content, or the stored content of personal communications must only take place without consent where there is reasonable suspicion of criminal activity or to prevent threats to life.",2
the effectiveness of the police has plummeted;,2
"the nuclear deal was always meant to be the beginning, not the end, of our diplomacy with iran.",1
• help control the balance of trade.,1
our transport systems illustrate the abject failure of tory policies:,2
"• misguided government spending, taxes, red tape and bureaucracy are destroying jobs and businesses.",0
it is a basic right of all new zealanders to live in a safe society.,2
"ensure the allocation of overseas aid has an ethical, social and democratic ethos by establishing an ethical advisory committee,",1
clarifying the roles of tourism industry stakeholders and maintaining platforms for constructive interaction;,1
"any improvements-reducing inflation to below 2 per cent, single figure mortgage interest rates and a surplus in our balance of trade- did not simply begin to 'happen' on the day national took office.",2
there is also no guarantee that qualifications will be recognised in any european country.,0
"a local transformation fund in each english region will be used exclusively to fund infrastructure projects decided at a local level,",0
• the southern scallop fishery has entered the quota management system.,0
"we are attracting value over volume, with visitor spend forecast to grow faster than visitor numbers.",0
wages have been reduced.,0
this is a hallmark of the nationals’ royalties for regions policy in western australia and the regional growth fund in victoria.,0
and promoted new initiatives to help countries develop stronger judicial institutions.,1
the nfp believes that south africa has enough policies and laws in place to take this country forward.,2
we will introduce a zero-carbon homes standard for all new homes.,0
overseas students play an important part in australia’s economy.,0
national is also committed to innovation and will continue to provide better access to seed funding for social enterprise.,2
employers’ prsi: there will be no increased tax on employment such as employers’ prsi which can be as high at 10.75%.,2
"it must fight to uphold american interests -- promoting exports, expanding trade in agricultural and other products, opening markets in major product and service sectors with our principal competitors, and achieving reciprocal access.",0
we will fight to enact a clean carcieri fix,0
the imf projects growth in per capita income over the decade to 2016 to be half the growth they project for australia over the same period.,0
and facilitate the opportunity for high quality outdoor recreational experiences by new zealanders.,0
the central coast cannot afford another three years of cuts that hurt families and the local economy.,2
we will use the experience of other countries to improve the country’s crime intelligence units so that crime could be prevented before it occurs,2
we will also: review which educational institutions are eligible to enroll international students and prevent abuse of the student visa system.,1
"we'll also establish four additional centres of research excellence,",0
the greens supported and improved the recent aged care reform legislation and secured a homelessness supplement among other amendments,1
who have carried the burdens of wars that must—at long last—come to an end.,1
we cannot allow an unresponsive bureaucracy to blunt our national commitment.,2
a labor government will establish a high speed rail authority to work through a process for gathering international expressions of interest over the construction of a high speed rail link between brisbane and melbourne via sydney and canberra.,0
"develop a national health care strategy, with a focus on primary health care, which ensures national coordination and shared responsibility in health care, research and evaluation.",1
it is now time to demand higher standards of accountability from parliament.,1
renewable energy and increased energy efficiency are the smart way forward for new zealand.,0
"we will invest in strategic alliances across central and local government, industry, business and maori communities that incentivise;",2
labor will scrap the liberal’s medicine price hike and ensure medicine remains affordable for middle and working class families.,1
we will continue to oppose incineration.,0
• ensure the community policing approach is applied throughout new zealand as a top priority.,2
we need to overhaul and strengthen the federal election commission so that there is real enforcement of campaign finance laws.,2
2. the eff government will finalise the licensing of the post bank.,0
"contentious conservation issues include the preservation of native bush and historic sites, national park management, preservation priorities, and funding.",0
"we are working with veterans to ensure they are taken care of, and that their place in our community is recognised.",0
a national da government will aim to boost investment in research and development (r&d) to at least 1% of gross domestic product.,0
"13. the eff government will listen to the people of xolobeni and take direction from them on any development that must happen in the area, including their views on mining development.",1
3. provide greater security of tenure.,1
we are dedicated to keeping our military operating on a volunteer basis.,2
"in kosovo, our armed forces played a leading role in standing up against ethnic cleansing.",2
the minister of finance will be announcing the details this afternoon.,1
end wasteful spending on the use of prefabs.,1
"incorporates long-term, regional stock management plans to ensure that fish stocks remain at sustainable levels.",0
"the increasing trend toward illegal entry by boat, primarily via indonesia, is problematic for three reasons:",2
21st century schools look very different from older schools.,1
"a persuasive sinn féin mandate in the 26 counties will further strengthen the hand of our negotiators, weaken partition and build greater all-ireland links,",2
we have balanced the defence budget,2
"ensure that the workplace relations system is flexible, fair",2
"the original nbn also delivered universal wholesale pricing, meaning that people in the bush paid the same wholesale price for broadband as people in our big cities.",0
legislate to have traditional walking routes confirmed as public rights of way after a number of years without challenge by a landowner and give freedom to roam over areas of rough grazing (mostly in the uplands);,0
"as part of its mental health policy, labor has committed to working with states and territories to build an accurate picture of deaths by suicide and suicide attempts and agree to a national minimum data set for suicide prevention.",1
we will also work with providers to support this expansion.,2
the ifp will adopt a radical departure from the present genocidal hiv and aids practice and declare hiv and aids a national crisis.,1
and employment training.,0
"importantly, more maori and pasifika children are attending than ever before.",1
fully support and resource the newly launched national office for suicide prevention;,1
and green investment designed to reverse decades of decline.,0
"enact and implement the consumer protection bill,",1
"proportionate regulatory regime which can promote competiveness, with legislation to suit our local needs",1
"reviews of death sentences imposed for murdering a police officer should be expedited, and a retrial of the penalty phase of the killer's trial should be allowed in the absence of a unanimous verdict.",2
coal seam gas development must not occur close to existing residential areas,0
all past criminal convictions for cannabis use should be automatically expunged.,2
• support part-time work.,1
our dáil team called on the government to adopt and implement the national economic and social council (nesc) recommendations on the provision of social housing.,1
and fully implement the buy indian act.,2
this package will provide the most help to babies born to low income and vulnerable households.,0
whatever scotland’s constitutional status it is in our interests for the uk to remain as close to the eu as possible.,0
showing the importance of nature and the environment to wales.,0
"we will ensure that american farmers have a strong safety net and can achieve profitability in the marketplace, and we will support incentives for farmers to use conservation practices and sustainable farming methods.",0
"labor will allocate $1 billion from the northern australia infrastructure facility to a northern australia tourism infrastructure fund, to boost partnerships with the tourism sector and provide incentives for investment in new and upgraded tourism infrastructure across the north.",0
recognizing that education and training are the keys to success.,1
support all te tiriti o waitangi claimants having the opportunity to have their land and resources returned to them.,0
and competition so as to deliver greater choice and value for our citizens.,1
 ensure that ambulance and air rescue services are maintained at a level that does not compromise public safety;,1
commercial rent reviews: we will pass legislation to give all tenants the right to have their commercial rents reviewed in 2011 irrespective of any up-ward only or other review clauses.,1
"“national will ensure that, by the end of 2014, 95 per cent of all eight-month-old children are fully immunised with three scheduled vaccinations.",1
why should politicians and planning authorities have the final say?,1
"nationally, labor will provide 25,000 teaching scholarships for recent stem graduates and support 25,000 existing teachers to up-skill.",0
including opposing the lowering of quality thresholds as part of the eu-us ttip trade negotiations.,0
"flexibility and freedom to innovate, so schools can adapt to the special needs of their students and hold teachers and administrators responsible for student performance.",0
and commercial application of research findings.,0
amended the privacy act to allow the use and disclosure of personal information when there is a serious threat to health or safety.,2
and we will work with the devolved administrations to improve the operation of the levy,0
"deliver the all-ireland centre of excellence for autism at middletown, co. armagh,",2
this will ensure that people living with disabilities who are able to work receive the support and opportunities they need to do so.,0
"establish a student support unit to coordinate grants for diploma, certificate and degree courses,",0
forestry nzus currently represent a $469 million liability on the government's books.,2
"the federal government too often operates with websites designed from another era that are too complicated, too hard to use, and rarely designed for mobile phones or tablets.",0
the green party has a plan to build hundreds of state homes to help deal with the emergency housing crisis facing thousands of vulnerable new zealanders right now.,1
in addition our national apprenticeship scheme will increase the number of young people going on from school to meaningful training and through that route into useful work.,0
it is vital to recognise the role played by early childhood development and the impact it can have on success or failure in primary and secondary education.,1
and emissions reduction by:,0
"establish and maintain special border units in the saps dedicated to border patrols, whose members will receive specialised paramilitary training, and permanently deploy specialised rural reaction units to crime ‘hotspots’.",2
"the international community must work with the afghan government to better address the problems of illegal drugs, governance, and corruption.",1
"its replacement was regional development australia, which in most states is effectively part of the state government bureaucracy.",0
fast-track the full implementation of the 2004 epsen act.,1
home is at the heart of all of our lives.,2
"often, the treatment they need is not available to them at all.",1
the dup will support a rise in the national living wage (nlw) to £10.50 by the end of the parliamentary term,1
and some tories are openly suggesting raising the state pension age to 75.,1
we want to lay the foundations for the uk to be the best place in the world for innovation-led businesses in the long-term – to be a place where people come from across the eu and the world to turn their ideas into reality.,2
support the balanced use of ict in education,1
identifying markets for small firms through promoting domestic and foreign connections to adequately address both the supply and demand side of the economy.,2
"scrap the government’s help to buy scheme, which does nothing to help those in the greatest housing need and contributes to excessive demand, saving £600 million a year.",1
". a universal, life-long national education service must be implemented to promote decent skills and opportunities throughout all our lives",1
"new zealand first will:ensure that the government has first right of refusal on the resale of any former state assets, in particular infrastructure assets.",1
"a vibrant, safe and efﬁcient australian shipping industry provides beneﬁts for the economy and the environment, easing road congestion.",0
"we can change the lives of thousands of people who are forced to flee their homes because of conflict, persecution, and climate change.",0
our elected tds will give full support to those unions and workers who oppose the croke park deal,0
 encourage the use of electric and hybrid motor vehicles;,0
we campaigned in the dáil for greater protection of national monuments and heritage including the hill of tara.,0
farm debt is steadily increasing while net farm incomes are not increasing with the debt.,0
. this is compared to the eu average of 17 .5 per million;,1
oppose any licensing system for recreational saltwater fishers.,0
"if you work hard and play by the rules, you can get ahead and stay ahead.",1
"without our green spaces, we would live less satisfying lives; they are critical to health, wellbeing and our sense of community.",0
"over the last 3 years, the old parties have accepted almost $3.7 million from fossil fuel companies.",0
or undermining democracy.,1
"in one province alone the state owns 600,000 hectares, which emerging black farmers could own without the need for government to pay compensation.",0
we will continue to work with the bureau of indian affairs to make the tribal recognition process more transparent.,0
"an additional 38 weeks' 'family leave' would be available to either parent, adding up to 56 weeks in total.",1
we should ensure that that those who come to south africa do so legally and,2
establish a rural health taskforce.,1
"as the ccc made clear, we can only end scotland’s contribution to climate change if everyone plays their part – including the uk government.",0
a central part of their responsibilities will become defending environments around the world from the effects of climate chaos,0
"if elected, labor will work with the tasmanian government to develop a business case for the second interconnector for urgent consideration by infrastructure australia.",0
"this will explore key issues such as the future ownership of aib and ptsb, and the range of competition in the retail banking sector.",2
"america has a sacred trust with our veterans, and we are committed to providing them and their families with care and dignity.",2
there will be ministerial responsibility for sports development and in addition to community participation it will be a policy aim to encourage international competitiveness and success.,0
"develop initiatives to target those most at risk, promote well-being, raise awareness and reduce stigma.",1
"with less fossil fuel we would have to expand renewables and grow more of our own food, making us far less vulnerable to blockade in any future war.",0
"community links: we will promote the use of irish outside ofthe school setting by increasing engagement with cultural, sporting and social activities conducted in irish.",0
britain’s natural environment is precious.,0
harm minimisation will be at the forefront,2
"at this election don’t waste your vote on the old grey parties, don’t vote for the past.",2
standardise customer service charters across the public service.,0
"and stability on the continent of europe – as in bosnia and kosovo where irish troops and police serve with distinction – and beyond, as in gaza and the democratic republic of congo.",0
"our singular focus on growing gdp has concealed the related decline in other measures of our prosperity, like the rapidly declining quality of water in our rivers and lakes,",0
"digital network infrastructure, which connects us to the internet, and to each other, is increasingly recognised as core economic infrastructure, like electricity, gas and water.",0
we will update planning and building control legislation and policies to ensure that at least 10% of all ‘new build’ housing developments meet universal design standards.,1
pass marine reserves bill and create a network of protection areas.,0
we will press for free movement of health professionals throughout the eu.,2
and we will re-structure vat to help shift consumer spending from imported goods into labour-intensive services.,2
it must be downsized,0
"with american leadership, guided by our principles",2
the public housing programme and the transformation of hostels into family dwelling are beginning to foster safe environments in which to bring up families.,2
strong families are the key to a healthy society.,2
• progressed the trans-pacific partnership (tpp).,2
"we will help ensure that child care is more accessible, affordable and flexible, to help families juggle work and family commitments, by getting the productivity commission to urgently undertake a major inquiry into the child care system",1
the overall effectiveness of the school and children’s education suffers as a result.,1
introduce a new national community health service,1
"on new jobs,",1
this will cost €25.5m annually.,1
"labor believes in budget repair, but unlike the liberals we will not be fixing the malcolm turnbull’s budget mess by attacking the family budget.",0
the prime minister kevin rudd has pledged to fast-track marriage equality legislation if federal labor is re-elected.,0
and promoting r&d amongst irish companies.,0
which continue to report difficulties in raising risk capital.,2
and clean energy.,0
"as our allies in spirit, they ended the soviet terror that had consumed so many millions more.",2
land is used as a populist political weapon.,2
"at the same time, taxis will be brought into the public transport network.",0
extended eligibility to the women’s land service for the year of the veteran certificate of appreciation and lapel badge.,0
"in the longer term, labour will establish a new sustainable homeownership insurance programme, which will be aimed at new residential mortgage holders and existing home owners who switch mortgage providers.",1
we can begin a process that will result in the restoration of self confidence and the creation of a modern democracy in the mainstream of european life.,0
•restore the uk exclusive economic zone in accordance with international law,0
infrastructure that fuels commerce;,0
"we will continue with the fiscal rules announced by the chancellor in the autumn statement last year, which will guide us to a balanced budget by the middle of the next decade.",2
and childcare to children above one,1
"this policy will also help protect community supplies of drinking water and help avoid the estimated 18,000-34,000 cases of water-borne illnesses that new zealanders contract every year. 25",0
"we will: pass a digital bill of rights, to define and enshrine the digital rights of the citizen.",2
we will fight the threat brexit poses to medical research funding.,0
should foster greater understanding and cooperation between our countries.,1
"public health dollars had been spread too thinly, on too many projects over a decade, with very little health gain to show for it.",2
"combine the public health, adult social care and health outcome frameworks into a single national wellbeing outcomes framework to ensure the nhs and local government work together towards common goals.",1
"however, decisions over 85 per cent of uk welfare spending in scotland will continue to be made in westminster.",1
"provided certainty over the distinction between employee and contractor in the film industry, to secure the hobbit movies and our film industry’s future.",0
and the minister and the department of justice on the other.,0
"democrats will protect americans’ retirement security, especially in the midst of the covid-19 pandemic,",1
provide community-led alternatives to secure youth residences,2
"and create the infrastructure and incentives to empower new zealanders to go solar, drive electric, and live more sustainably.",0
"instead of discontinuing services, the green party will focus on what can be done to increase use of bus services around christchurch, including the prioritisation, speed, routes and frequencies of the services, as well as the pricing mechanisms.",0
"close dangerous loopholes that currently allow stalkers, abusive partners, and some individuals convicted of assault or battery to buy and possess firearms,",2
"we will enshrine victims’ entitlements in law, making clear what level of service they should expect from the police, courts and criminal justice system.",2
to achieve that dream we have to reduce barriers to access,1
"• in the march 2011 quarter, 79 per cent of electricity came from renewable sources – the highest rate in 12 years.",0
"we are doing what's needed to make this happen over the coming weeks, months, and years.",2
"the question we face as a country is this: who has the right to determine our future, westminster politicians or the people who live here?",0
while the number of senior managers in the nhs is down 29 per cent.,1
i am here to give you that confidence.,2
under the national government we have failed to diversify the economic base and are now even more vulnerable to a shock.,0
competition is the best way to keep downward pressure on the retail price of electricity.,2
the uk played a leading role in the kyoto conference.,0
review annually the standard costings used to determine grant aid.,0
and free the potential of each person to contribute to the nation's wellbeing.,2
the need for a strong economy.,0
deliver after-care for prisoners who have undertaken a drug treatment programme in prison following their release,2
and establish and promote a government bond market with a guaranteed yield of 5% for australian citizens and super funds to establish a pool of money specifically for investment in infrastructure.,0
"by improving trust and confidence between the government, the private sector, labour, academia and other stakeholders",1
a ban on the cloning of farm animals and on the sale of meat and milk from these animals.,0
"having squandered five years in government, fine gael and labour finally jettisoned their ill-advised plan for universal health insurance and they have no alternative, no solution.",2
"specified share of school, health and infrastructure funding",0
people before profit will seek to end the class bias in the current justice system .,0
"ensuring resources are targeted to greatest need, including both areas of high economic disadvantage (as pursued by the deis programme) and the needs of disadvantaged students outside these areas;",1
• 33 families received assistance with funeral or memorial service costs.,1
this will be twelve months for those housed into the private rented sector following homelessness.,0
the canterbury skills shortage list is helping provide the necessary skills to support the rebuild of christchurch.,0
we will restore to wales the specialist mother and baby unit for mothers suffering from severe mental illness that was removed by cardiff and vale health board in 2013.,1
"we will continue to support research to improve the diagnosis and treatment of rare diseases and cancers, including through decoding 100,000 whole genomes.",1
"this, combined with renewed energy efficiency, will add up to a significant effective increase in schools' operating budgets and free up money for investment elsewhere.",1
we will increase the funding for hse domestic violence programmes by €2. 5 million,1
the city of cape town is the least unequal city in south africa.,0
"labour will abolish usc on the ﬁrst €72,000 of income.",0
oppose the use of the death penalty abroad.,2
the funds saved from cancelling trident will be diverted towards the development of non-carbon- emitting technologies,0
our nation asks much of the men and women of the coast guard - uniformed warfighters who serve on the front line of the war on terror.,2
and improving opportunities for people from all racial and ethnic backgrounds to build wealth.,0
"and we will provide the budgetary support and statutory authorities necessary to make sure our aid institutions, including the new u.s. international development finance corporation, are successfully integrated into broader international and private-sector development efforts.",1
"labour supports a vibrant, pluralist third level sector that offers both high quality research and high quality undergraduate teaching.",1
we will reduce the disability employment gap.,0
labour will tackle the problems faced by people requiring care and the problems of carers themselves.,0
"committed to jointly funding the city rail link, together with the auckland council for a construction start in 2020",0
"whereas the republican presidential nominee rooted for the housing crisis,",2
"we will get the budget back under control, cut waste and start reducing debt – to take unnecessary pressure off interest rates; and to protect the australian economy from another financial crisis",2
"benefits include a better screening process, clearer pictures, and faster results for the patient.",1
small firms would remain on 20%.,1
it will also help reduce the number of children presenting at our busy hospital emergency departments with an illness that a gp could have treated.,1
securing the ongoing root and branch review of ripa,2
"we democrats support lowering the corporate tax rate while closing unnecessary loopholes,",2
"• make it one of the options within the business immigration scheme that immigrants agree to invest $250,000 into an approved venture capital scheme.",0
re-open the curragh prison to deal with overcrowding;,2
· a nuclear free aotearoa.,1
we will ensure that brownfield land is used as much as possible for new development.,0
"we also want to increase the proportion of public appointments going to women in the next parliament,",0
heavy goods vehicles;,0
"build on the successful local sustainable transport fund established by the liberal democrats when in government, and workplace travel plans, to reduce the number of cars – particularly single-occupancy cars – used for commuting,",0
taxpayers fund police to actually solve burglaries and prevent violence,2
we will support investment in teen parent units.,1
better funding will enable more frequent buses on existing routes.,0
"access to the national grid should be made easier for renewable users and allow new energy generators to come on-line, as in germany.",0
"the free market economy,",1
"the federal government estimates that approximately $1.9 billion is spent every four years on addressing domestic violence and sexual assault through payments, programs and services.",2
"the national endowment for science, technology and the arts (nesta) has been set up to back our most talented young people.",0
"encourage more of this unpaid activity, much of which – such as food growing, fixing things that have gone wrong, converting older buildings, protecting the natural environment – is a vital part of a transition to a more sustainable economy;",0
or technical and engineering skills that will be essential in a world shaped by climate change.,0
"when full time residential care becomes necessary, we will provide that those with a disability can be cared for as close as possible to their families, and in facilities that cater speciﬁcally for young people.",0
and a capital stream of some $8.5 billion has been generated over the ten years to 2008.,1
this rate of spending growth has been far ahead of the growth in the economy and is not sustainable.,2
"new zealand has a well-regarded education system, a high percentage of the workforce with tertiary qualifications, and is noted for its design expertise.",1
"with predictions that the climate will become drier in southern australia and wetter in the north, the north will need to be developed to its food producing potential.",0
lack of sustainable economic development.,0
"invested $7 million to helping prevent cases of migrant exploitation, and prosecuting where such exploitation occurs.",1
"the most recent statistics show that the overall number of medical practitioners employed per 100,000 people was 335 in major cities, but only 181 in inner regional areas, 153 in outer regional areas and 148 in remote or very remote areas.",1
the fund will be initially established through the budget process and separately accounted for.,1
"those schools which achieve the required standards will be allowed to develop as they see fit, but less successful schools will get additional support to ensure that no child is left behind.",1
"labor’s policy is a $36 billion investment in our nation’s schools over the next decade, including $60 million more in targeted, needs-based funding for tasmanian schools in 2018 and 2019 alone, compared to the liberals.",1
their anger is justified.,2
"given the benefits that would come from these policies, they would be extraordinarily economical.",1
prohibit commercial advertising of alcohol (and all other drugs),1
car accidents alone cause horrendous injuries that can change for ever the lives of those hurt and their families.,0
the snp’s 59 candidates includes prominent yes campaigners and others who have only just joined the party.,2
"it is estimated that south africa lost r470 billion of the gross domestic product (gdp) over the last five years due to corruption, mismanagement and thoughtless policy directions.",0
the anc is committed to working with our people to address these challenges and move south africa further forward towards the achievement of the vision of the freedom charter.,1
the commitment to adhere to the fundamental principles of the un.,1
"if we are going to respond to rapid changes in technology, we need government to make britain the best place in the world to set up and run modern businesses,",0
"to rejuvenate local government in england, we will: reduce the powers of ministers to interfere in democratically elected local government.",0
it is flexible enough to embrace multiple intelligences and talents.,0
and make all sentencing reductions retroactive so judges can reconsider past cases where their hands were tied.,2
"this will be achieved by making as many of the opportunities listed below as possible available each year, within the constraints of the human settlements budget, and subject to the new list process:",0
"• continue to focus upon family health, and particularly early intervention, by expanding such programmes as “family start” and home based support.",1
we will eliminate staged payments.,0
"the coalition will reintroduce the australian building and construction commission (abcc), to restore the rule of law in the construction industry.",0
even though there is no costeffective substitute for it or for the hundreds of thousands of jobs that go with it as the nation’s largest source of electricity generation.,1
continue to increase tax credits and bands,2
if we are dragged out of the eu against our will,0
it has to change the way it works if it is to meet today’s challenges and provide fast and modern services.,0
and we support a robust expansion of the health care provided by the indian health service.,1
while creating more jobs.,1
• introducing the community services card and the high use health card: to ensure low cost access to health services for low income families and high users of health services.,1
"centralised, industry by industry wage bargaining would take new zealand backwards",2
"labour will be engaged and influential, fighting for the british national interest, as we set out in ‘britain strong in the world’.",0
• continue the reductions in cot death rates.,1
the unrestricted sale of houses in new zealand to non-residents is pushing prices up and driving home ownership out of the reach of new zealand families and first home buyers.,1
lack of public-service delivery and,1
"grants of up to £3,000 will be available to adapt their premises to make them more accessible, and to equip their staff with specialist training and equipment, so they can provide a more inclusive childcare service.",1
"we will also ensure the increased use of speed cameras, specifically in accident black spots.",2
period.,1
"not only does tony abbott want to put state governments in complete control of the national environment, he announced in july that he would slash state environment protections as well.",0
small forestry businesses will benefit from labour's policies designed to help them increase investment and jobs. (see page 157).,2
s) ensure the state finances benefit from natural resources by increasing licence fees for off-shore exploration companies.,1
dedicated remedial schools for disruptive learners.,1
and will create mining-based manufacturing industries.,0
the federal government will meet its financial obligations for elementary and secondary education and for special education.,1
snp mps will expect any compensation arrangements for any farming sector in the uk to apply to scotland equitably and fairly.,0
"in all cases cost control will be used as successfully as in nra road building projects, with no post-hoc renegotiation of prices and no financial reward for delays.",1
the labour relations act and the basic conditions of employment act in particular inhibit the creation of jobs by smmes.,1
unitedfuture acknowledges that gifted children may not be nurtured in the school environment due to the perception that they will succeed regardless.,1
"we will ensure that commissioners sit on local health and wellbeing boards, enabling better co-ordination of crime prevention with local drug and alcohol and mental health services.",2
it will mean that all income is treated the same way for tax purposes.,0
sinn féin proposes a strategic programme for affirmative action in all these areas to redress the unequal treatment of rural communities to date.,0
-> roll out the sistema aotearoa programme to more communities in new zealand.,0
4. restore and improve funding for mental health and addiction treatment services;,1
schools will also be able to use the community coordinators announced in our schools at the heart policy to support these activities. 14,0
"we will support our precious hospices, developing the plans already announced by boris johnson to secure their future, with a £25 million cash injection in august to support 200,000 people at the end of their lives.",1
"due to limitations with the current tax system, employees need to pay tax at a different rate on one of their income sources.",1
"work with students, parents, teachers and school leaders to truly provide choice for parents of special needs students inside our public education system.",1
"but british agriculture will only thrive in the longer term through a further, radical reorientation of the common agricultural policy (cap), away from distorting europe-wide production subsidies towards more national responsibility for domestic farming, environmental and rural development priorities.",0
"and so we will press for seedfund capitalisation of the new scottish business development bank, enabling new finance and investment for scottish business to maximise job creation and growth.",2
intensive management for teen beneficiaries.,0
we will not increase the current level of undergraduate courses until we can be sure there are sufficient vacancies in the economy to provide at least two-thirds of students with skilled graduate jobs.,1
plaid cymru has highlighted the need for better paid jobs and a strong private sector so as to avoid under-employment.,1
ratify the international labour organization’s convention on domestic workers.,1
invest $12 billion over 10 years in state highway construction.,0
• increase participation in the youth traineeship programmes.,0
"identify new higher-value species for marine farming, such as hapuku and kingfish.",0
"on entering government in 2010, the conservatives acted decisively to protect the uk’s pensioners.",1
"we will build on ifac's work to date by enhancing its role and giving it the powers and responsibilities of an independent budget office, which will work directly with a new oireachtas budget and finance committee.",2
there is inadequate accountability for failure.,1
the government’s accounts show surpluses rising every year.,2
"outstanding commitments: we will support efforts to implement the unfulfilled commitments under previous agreements, including the establishment of a north-south consultative forum; the establishment of a public inquiry into the murder of pat finucane; and the promulgation of a bill of rights for northern ireland.",0
the return to maoism by china’s current rulers is not reason to disengage with the chinese people or their institutions.,1
"we want to raise the minimum wage to $12 per hour,",1
small businesses make a huge contribution to national prosperity and supporting australian jobs.,1
build high-density housing for city dwellers that are close to places of employment.,1
"tax relief for landlords: fine gael has reintroduced enhanced tax relief for landlords who accept rent supplement and hap tenants and will maintain this in a second term of government, in order to incentivise landlords to take rent supplement and hap tenants.",1
labour will work at eu level to ensure the eu takes a lead in climate change negotiations�,0
"in addition, we will strengthen the department of health's patient safety functions under the chief medical officer's leadership.",1
our scheme is less well targeted and more generous.,2
"these reforms will improve access to justice,",0
a big contributor to polluting our environment is rubbish.,0
the gillard labor government will invest $25 million to ensure school students gain experience and confidence in a real work environment as part of the national trade cadetship being delivered in trades training centres,0
especially for disadvantaged communities.,0
we applaud the republican members of congress who have taken the lead in fighting crony capitalism and urge others to rally to their cause.,1
taxing something discourages us from buying or doing it.,2
a project is also underway to provide information to consumers to help them understand the components of their power bills more fully.,1
we recognise that the strength of the industry lies in targeting that support to the small and medium farmers whose incomes have been in decline in recent years.,0
the cost rental model will also allow the state to avoid the level of exposure to increasing market rents that has driven up the cost of rent supplement and other similar supports for low-income tenants in private rented accommodation.,1
elderly people or people with disabilities.,0
our reforms and investment in education and skills mean more children are leaving school better equipped for working life,0
the nationals support community initiatives to address it,0
a full annual report with financial statements outlining where funding goes must be produced by these agencies.,1
"schools will be working together in learning community dusters, providing students with more flexible, personalised learning options.",1
it is essential that australian businesses are able to compete internationally.,2
"the 65,000 migrants who have entered new zealand under parent reunification in the last 15 years, who will qualify for nzs after 10 years residence without any requirement to have worked and paid taxes in new zealand.",1
"providing $145 million over four years to ensure 500,000 more children in the pacific are enrolled in school and 75 per cent of all children in the region can read by age 10.",1
"they stalled settlements, averaging less than 1.8 deeds of settlement each year they were in office.",2
today we are reminding you that your vote can deliver it!,1
this has cost scottish taxpayers more than £140 million since 2013.,0
"in carrying out our economic plan we will continue to promote a national dialogue with all role-players to enhance inclusive economic growth,",1
direct government resources to where they are of the greatest benefit,2
"train services that are competitive with road transport – reliable, safe, fast and inexpensive.",0
increase the number of places and scholarships available for the training of māori teachers and teachers in te reo.,0
impose penalties for state institutions or agencies that do not comply with the government’s localisation commitments and,0
"roll out a comprehensive after-hours telephone advice service with access to nurses, gps and pharmacists.",1
• amend industrial laws to ensure that casualisation employment practices are fair and just to all parties.,0
there is no place in regulatory agencies for activist regulators.,0
we will consider a ban on companies cold calling people encouraging them to make false personal injury claims.,1
"a compassionate foreign aid programme to support an effective voice across the world for economic growth, human rights and support for terrorist victims underpinned by a new approach to immigration.",1
the $30m per year for conservation will be used to increase biodiversity funding and for conservation infrastructure.,0
schools are on the front line in dealing with children and young adults with mental health issues.,1
"good position: when women rise, the nation rises",0
"we will use the full force of the law against those who engage in modernday forms of slavery, including the commercial sexual exploitation of children and the forced labor of men, women, and children.",2
• no more māori land will be taken via the public works act.,0
"labour believes that europe brings benefits for britain, and a europe reformed by british ideas, working with our meps, will be even better for britain.",2
"employers in the accredited employer programme have 12 per cent fewer accidents and 15 per cent lower costs for treatment, rehabilitation, and compensation.",1
"more broadly, improvements to productivity would translate into big medium and longterm improvements in the uk’s fiscal position.",0
